text,label
"Google [объявил о увольнении 12 000 сотрудников](https://www.forbes.ru/tekhnologii/484007-google-ob-avil-ob-uvol-nenii-12-000-sotrudnikov), в первую очередь в США. Ранее стало известно о грядущих увольнениях 18 000 человек, работающих в Amazon, и планах Microsoft уволить 10 000 сотрудников",0
"Путин [отправил в отставку](https://www.forbes.ru/society/484003-putin-uvolil-napisavsego-o-desatanizacii-ukrainy-pomosnika-sekretara-sovbeza) Алексея Павлова— помощника секретаря Совбеза Николая Патрушева. В октябре Павлов написал статью о необходимости «десатанизации» Украины, на которой, по мнению автора, распространилось множество сект. Статья оскорбила главного раввина России, за нее Патрушеву пришлось публично извиняться",0
"Младший сын первого президента Татарстана миллиардер Радик Шаймиев [передал](https://www.forbes.ru/milliardery/484001-mladsij-syn-pervogo-prezidenta-tatarstana-sajmieva-vysel-iz-semejnoj-neftekompanii) свою долю в семейной нефтяной компании МНКТ брату Айрату Шаймиеву. Его доля в компании в результате выросла до 70%. Еще 30% МНКТ принадлежат сыну Айрата Шаймиева. В 2021 году семья Шаймиевых вошла в рейтинг 10 богатейших семей России, составленный Forbes",1
"Ирландия, где располагаются европейские штаб-квартиры Apple, Google и других техногигантов, давно была привлекательным направлением для карьерной иммиграции IT-специалистов из России. 

Сейчас в Ирландию можно приехать по студенческой и рабочей визе. [В материале на сайте рассказали, как ее получить, и поговорили с теми, кто уже переехал](https://www.forbes.ru/svoi-biznes/483936-paby-i-dorogaa-zizn-dla-studentov-i-ajtisnikov-kto-i-zacem-pereezzaet-v-irlandiu).

Илья, который живет в Ирландии уже почти шесть лет и занимается продажами и поддержкой рекламных клиентов крупной рекламной корпорации, рассказывает, что Ирландия оказалась очень приветливой и открытой к приезжающим иностранцам, а ирландцы — очень душевными людьми. «__Ирландцы не похожи на русских. Я не хочу сказать, что Россия плохая страна, нет. Но здесь люди добрее. Они здесь счастливее что ли, чем русские, как мне кажется__».

📸: __NurPhoto via Getty Images__",0
"Замглавы администрации президента Дмитрий Козак стал [наиболее вероятным кандидатом](https://www.forbes.ru/society/483996-rbk-nazval-osnovnogo-kandidata-na-post-glavy-scetnoj-palaty) на пост председателя Счетной палаты, узнал РБК. В ноябре его источники прочили на эту должность зампреда Госдумы Александра Жукова. По информации «Ведомостей», вопрос о назначении нового главы Счетной палаты могут включить в повестку первого заседания Совета Федерации в 2023 году",0
"«Победа» [сохранит](https://www.forbes.ru/biznes/483995-pobeda-ostavit-oba-varianta-provoza-rucnoj-kladi-posle-resenia-verhovnogo-suda) два варианта провоза ручной клади после того, как Верховный суд признал ее нарушающей права пассажиров и авиационные правила. Перевозчик уточнит правила провоза дамских сумок и портфелей, но не будет менять общий подход к провозу багажа и ручной клади, а также тарифы на билеты",0
"[​​](https://telegra.ph/file/b1fb5d23deb793680eb1d.png)Романа Абрамовича от других бизнесменов отличает эмпатия и «человечность», поэтому он [оказался лучшим претендентом](https://www.forbes.ru/milliardery/483985-on-celovecnyj-rodnanskij-ob-asnil-privlecenie-abramovica-k-peregovoram-po-ukraine) на роль посредника между Киевом и Москвой, заявил продюсер Александр Роднянский, признанный в России иноагентом. По его словам, для Абрамовича «по-человечески» неприемлемо, что погибают люди, поэтому он подключился к переговорам. При этом Роднянский оговорился, что не пытается «никого отмазать» от санкций",0
"Первым фильмом, показанным депутатам в Госдуме в 2023 году, [станет](https://www.forbes.ru/forbeslife/483987-deputatam-gosdumy-pokazut-fil-m-ceburaska) семейная комедия «Чебурашка». Ранее лента была названная самой кассовой в истории российского проката. 

📸__: Кадр из фильма «Чебурашка»__",0
"Криптобиржа Genesis [подала заявление](https://www.forbes.ru/tekhnologii/483986-kriptobirza-genesis-podala-zaavlenie-na-bankrotstvo) на банкротство, которое подразумевает реорганизацию компании и реструктуризацию ее долгов. Она задолжала кредиторам больше $3 млрд. Проблемы Genesis стали следствием кризиса на крипторынке, спровоцированного крахом биржи FTX",0
"**Власти обеспокоены нехваткой зерна: станет ли это проблемой в новом году**

Выступая на совещании по экономическим вопросам 17 января, президент Владимир Путин поручил премьеру Михаилу Мишустину взять на контроль ситуацию с зерном в стране. 

__«Нельзя позволить вытащить все за границу: несмотря на все логистические ограничения и по фрахту, и по страховке, ...это же влет пойдет, уже идет», — __сказал Путин, добавив, что России нужны__ «стабильные резервы».__

По мнению президента, в случае неурожая зерна в этом году, России его может не хватить. Эксперты уверяют, что беспокоиться пока что не о чем. 

Есть некоторое сокращение посевных площадей, но в целом состояние посевов нормальное: __«Мы прогнозируем, что будет получено примерно 86 млн т пшеницы. Это, конечно, ниже рекордов, но выше среднего для последних лет уровня»__ — заявляет директор аналитического агентства «СовЭкон» Андрей Сизов.

Forbes [разбирался](https://www.forbes.ru/biznes/483953-vlasti-obespokoeny-nehvatkoj-zerna-stanet-li-eto-problemoj-v-novom-godu), насколько реальны опасения президента**
** 
📸__: Александр Рюмин / ТАСС__",0
"Верховный суд [встал на сторону](https://www.forbes.ru/finansy/483983-verhovnyj-sud-podderzal-udalenno-oformivsuu-kredit-na-mosennikov-klientku-banka) клиентки банка, удаленно оформившей кредит на мошенников. Предыдущие инстанции в этом споре поддерживали банк. Решение Верховного суда может изменить судебную практику по подобным делам и политику банков, считают эксперты",0
"Количество неуникальных подписчиков русскоязычных каналов в Telegram за 2022 год выросло вдвое — с 1 млрд до 2 млрд, показало проведённое для Forbes исследование. 

Выросло и общее количество каналов. Например, за 2022 год количество каналов в категории «Искусство» увеличилось более чем вдвое, категории «Новости и СМИ», «Блоги», «Медицина», «Природа», «Игры», «Мода и красота», «Право» — более чем в полтора раза. 

Сильнее всего по абсолютному числу подписчиков за 2022 год приросли каналы главы Чеченской республики Рамзана Кадырова (плюс 3 млн), издания «РИА Новости» (плюс 2,6 млн), а также новостной канал Readovka (плюс 1,6 млн). 

[Подробности и больше данных — на сайте](https://www.forbes.ru/svoi-biznes/483954-auditoria-russkoazycnyh-kanalov-v-telegram-vyrosla-vdvoe-za-2022-god).",0
"Соучредитель Netflix Рид Хастингс [откажется](https://www.forbes.ru/tekhnologii/483969-coosnovatel-netflix-rid-hastings-otkazalsa-ot-dolznosti-general-nogo-direktora) от должности генерального директора компании, но останется на посту председателя правления. Хастингс возглавлял компанию с 1999 года, когда с должности гендиректора ушел другой ее основатель Марк Рэндольф. Хастингс и Рэндольф в то время отказались продать Netflix Джеффу Безосу за несколько миллионов долларов",0
"12 лет назад два выпускника физфака Новосибирского госуниверситета запустили производство медицинских стентов для коронарных сосудов. 

Сегодня доля «Ангиолайн» на российском рынке коронарных стентов составляет около 20%. Еще 10% у других отечественных производителей. Остальное — за импортом. 

Мировым лидерам после появления «Ангиолайн» пришлось не только потесниться на российском рынке, но и снизить цены в 2,5 раза. В 2021 году предприятие заработало более миллиарда рублей выручки и 565 млн рублей прибыли. 

Последние три года выручка и доля на рынке «Ангиолайна» снижается из-за внутрикорпоративного конфликта, который в итоге может привести к развалу успешного бизнеса. 

Как крупнейшие производители стентов в стране могут потерять бизнес —[ разбирался Forbes
](https://www.forbes.ru/biznes/483905-dela-serdecnye-kak-krupnejsie-proizvoditeli-stentov-v-strane-mogut-poterat-biznes)
📸__: DR__",0
"Росфинмониторинг [выделит](https://www.forbes.ru/tekhnologii/483980-rosfinmonitoring-potratit-do-340-mln-rublej-na-ulucsenie-otslezivania-kriptovalut) до 340 млн рублей на совершенствование системы отслеживания и анализа криптовалютных операций. Среди целей этой работы — увеличить охват криптовалют и улучшить анализ сведений о владельцах кошельков. Но на повторение успешных мировых аналогов подобных систем денег не хватит, считают эксперты",0
"Экс-президент Казахстана Нурсултан Назарбаев [перенес операцию](https://www.forbes.ru/society/483979-nazarbaev-perenes-operaciu-na-serdce) на сердце, сообщил его представитель. По его словам, угрозы жизни 82-летнего Назарбаева нет",0
"Экономисты Credit Suisse [оценили](https://www.forbes.ru/finansy/483970-ekonomisty-credit-suisse-priznali-maloveroatnym-poavlenie-novoj-valuty-gegemona) как низкую вероятность появления новой валюты-гегемона. Одной из причин они назвали геополитическую обстановку, которая не способствует доверию между странами",0
"Чиновники по требованию Путина [начали обсуждать](https://www.forbes.ru/finansy/483978-vlasti-nacali-iskat-novuu-shemu-rasceta-cen-na-neft-dla-nacislenia-nalogov), как изменить схему расчета цен на нефть для налогообложения из-за большого падения стоимости Urals, узнали «Ведомости». Основной вариант — привязать цену Urals к Brent или дубайскому сорту, но есть и другие идеи. Из-за низкой стоимости Urals бюджет России недополучает деньги",1
"США [предоставят](https://www.forbes.ru/society/483973-ssa-ob-avili-o-novom-pakete-voennoj-pomosi-ukraine-na-2-5-mlrd) Украине новый пакет военной помощи на сумму $2,5 млрд, объявил Пентагон. Киев получит в том числе боеприпасы для ЗРК Nasams, восемь систем ПВО Avenger, высокоскоростные противорадиолокационные ракеты HARM. Общий объем военной помощи, полученный Украиной от США с 24 февраля, достиг $26,7 млрд",0
"Рынок «пробива», то есть получения данных граждан через инсайдеров в компаниях связи, банках и госорганах, за последние пять лет [увеличился в 7,5 раза](https://www.forbes.ru/tekhnologii/483975-analitiki-ocenili-rost-rossijskogo-rynka-probiva-v-7-5-raza-za-pat-let), подсчитали аналитики. В 2022 году стоимость такого рода услуг повысилась на 22%. Сильнее всего подорожал «пробив» в операторах мобильной связи — на 60%. Стоимость данных растет вместе с числом участников незаконного сбора данных и усилением борьбы с инсайдерами в организациях, говорят эксперты",0
"Девять авиакомпаний за прошлый год [прекратили](https://www.forbes.ru/biznes/483976-devat-rossijskih-aviaperevozcikov-prekratili-polety-v-2022-godu) полеты в России, у четырех из них Росавиация приостановила сертификат эксплуатанта. Эксперты ожидали ухода авиакомпаний в сегментах грузовой, чартерной и деловой авиации, но положение крупных пассажирских авиакомпаний оценивают как устойчивое. В предыдущие пять лет было пять случаев прекращения полетов с отзывом сертификата",0
"США настаивают на том, чтобы потолок цен на российскую нефть [оставался на уровне $60](https://www.forbes.ru/biznes/483971-bloomberg-uznal-o-stremlenii-ssa-sohranit-uroven-potolka-cen-na-neft-iz-rossii) за баррель, выяснил Bloomberg. Администрация Байдена предлагает подождать, пока в феврале начнут действовать аналогичные ценовые ограничения G7 на нефтепродукты, прежде чем пересматривать цену на нефть. Договоренности предполагают пересмотр предельной цены на нефть каждые два месяца, на 5% ниже средней рыночной стоимости",1
"Правительство утвердило положение о госконтроле за деятельностью иноагентов. Согласно документу, этим займется Минюст, который сможет проверять иноагентов, в том числе запрашивать о них финансовые и другие сведения. Чиновники также [получат право посещать мероприятия иноагента](https://www.forbes.ru/society/483967-pravitel-stvo-utverdilo-polozenie-o-goskontrole-za-deatel-nost-u-inoagentov), чтобы проверить, что на них происходит",0
"Минцифры [поменяло правила приема заявлений](https://www.forbes.ru/society/483965-mincifry-izmenilo-pravila-priema-zaavlenij-na-otsrocku-ot-armii-dla-ajtisnikov) на отсрочку от срочной службы для IT-специалистов. Теперь информацию о себе на Госуслугах сможет заполнить сам сотрудник, а не только его работодатель. Айтишники могут получить отсрочку, если имеют высшее образование по специальности из перечня ведомства и работают в аккредитованных IT-компаниях",0
"**Как самая влиятельная женщина-инвестор Китая Ниса Лян меняет здравоохранение**

Из контейнера, похожего на высокий стаканчик для кофе, 52-летняя Ниса Лян приняла бустерную дозу вакцины против COVID-19. Не в виде инъекции ― она просто вдохнула содержимое. Инвестор одной из первых испытала на себе препарат, который разрабатывает входящая в ее портфель шанхайская компания CanSino Biologics. Вакцина была представлена в сентябре 2022 года. 

Ниса Лян вложилась более чем в 30 гигантов сферы здравоохранения. Но за впечатляющим списком ее инвестиций — одна цель: найти лекарства от как можно большего числа болезней, ранее считавшихся неизлечимыми.

Как самая влиятельная женщина-инвестор Китая меняет здравоохранение — [в нашем материале](https://www.forbes.ru/forbes-woman/483870-kak-samaa-vliatel-naa-zensina-investor-kitaa-nisa-lan-menaet-zdravoohranenie)

👌🏻 [Forbes Woman Russia](https://t.me/ForbesWomanRussia)",0
"Число самых высокооплачиваемых банковских работников в Евросоюзе с годовым заработком свыше €1 млн в 2021 году [составило](https://www.forbes.ru/finansy/483964-cislo-bankirov-millionerov-vyroslo-v-es-bolee-cem-na-40) почти 2000 человек — это рекорд с начала сбора таких данных. При этом за 2021 год количество банкиров-миллионеров выросло более чем на 40%. Эксперты связали это с Brexit, который произошел в 2020 году и из-за которого банкиры с такими доходами вынужденно переехали из Лондона в финансовые центры ЕС",0
"АФК «Система» [объявила о начале разработки электрического катамарана с водородным двигателем.](https://www.forbes.ru/biznes/483960-afk-sistema-anonsirovala-sozdanie-passazirskogo-sudna-na-vodorodnom-dvigatele) Компания анонсировала испытания судна на воде уже в 2023 году. Создание такой техники обойдется «очень дорого», считает эксперт. Сам разработчик — «дочка» АФК Sitronics Group — не раскрыл инвестиции в проект, сообщив лишь, что они составят «несколько сотен миллионов рублей»",0
"Отечественные сервисы видеоконференцсвязи стали одними из бенефициаров процесса вынужденного импортозамещения, вызванного уходом с российского рынка многих иностранных вендоров. 

В МТС проанализировали на основе Big Data сервисы для видеоконференций. По данным компании, в 2022 году мобильный трафик зарубежных платформ ВКС упал на 19% по сравнению с 2021 годом. 

Самое большое падение показали Webex (81%), Microsoft Teams (39%), Google Meet (36%), Zoom (16%) и Skype (10%), сообщили Forbes в МТС.

На фоне снижения интереса к зарубежным ВКС-системам российские системы для видеоконференций показали увеличение трафика на 41%. Cамый большой рост зафиксирован у Webinar Group — 44%, «Яндекс.Телемост» — 32%, «VK.Звонки» — 23%.

[Почему российские сервисы видеоконференцсвязи набирают все большую популярность?](https://www.forbes.ru/tekhnologii/483911-pocemu-rossijskie-servisy-videokonferencsvazi-nabiraut-vse-bol-suu-popularnost)

📸__: Getty Images__",0
"Объем добычи нефти в России в январе 2023 года [останется примерно на уровне декабря прошлого года](https://www.forbes.ru/biznes/483961-novak-nazval-ob-emy-dobyci-nefti-v-anvare-sravnimymi-s-dekabrem), заявил вице-премьер Александр Новак. Он добавил, что российская нефть «востребована», поэтому обеспечение без нее энергетического баланса «труднореализуемо». В декабре был введен потолок цен в $60 за баррель на поставки российской нефти по морю, с февраля планируется введение границы цен и на нефтепродукты из России",1
"Начало 2023 года показало, что продолжение насилия имеет неподъемную цену для жителей областей, в которых идут боевые действия, и соседних регионов.

События на Украине ежедневно поднимают вопрос о том, когда и при каких условиях может начаться деэскалация конфликта. 

В продолжающихся на Западе дебатах относительно возможного разрешения конфликта на Украине водораздел проходит между теми, кто видит продление вооруженной конфронтации шансом для Киева, и теми, кто считает, что время играет на руку Москве, считает старший научный сотрудник Центра международной безопасности ИМЭМО РАН имени Е.М. Примакова Петр Топычканов. 

О том, почему Россия, Запад и Украина не могут пойти на деэскалацию — [читайте в материале Forbes](https://www.forbes.ru/mneniya/483908-peregovory-so-vremenem-pocemu-rossia-zapad-i-ukraina-ne-mogut-pojti-na-deeskalaciu)

📸__: Pierre Crom / Getty Images__",0
"Сингапур [нарастил закупки российской нефти](https://www.forbes.ru/biznes/483955-bloomberg-rasskazal-o-roli-singapura-v-reeksporte-rossijskoj-nefti), которая в стране смешивается с другими сортами для последующего реэкспорта, сообщил Bloomberg со ссылкой на источники. Эксперты агентства отметили, что такие операции приносят «очень хорошую» прибыль трейдерам и поставщикам",1
"Протестующие против повышения пенсионного возраста французы намерены 19 января [остановить большую часть предприятий страны](https://www.forbes.ru/society/483952-vo-francii-iz-za-zabastovok-protiv-pensionnoj-reformy-narusilis-postavki-topliva), сообщает Bloomberg. Железные дороги, парижское метро и больницы Франции работают с перебоями, протесты уже нарушили поставки топлива с нефтеперерабатывающих заводов TotalEnergies, отмечает агентство",0
"Европарламент [принял резолюцию](https://www.forbes.ru/society/483948-evroparlament-prinal-rezoluciu-s-prizyvom-sozdat-spectribunal-po-ukraine), призывающую ЕС создать спецтрибунал по Украине, а также призвал обсудить возможность использования активов России для репараций Киеву. Резолюция — не юридически обязывающий документ, но Брюссель должен принять ее во внимание",0
"Рубль подешевел к основным валютам в декабре из-за [сочетания временных факторов](https://www.forbes.ru/finansy/483950-cb-nazval-priciny-oslablenia-rubla-v-dekabre-2022-goda), заявил ЦБ: это снижение объемов валютной выручки у экспортеров и увеличение спроса отдельных участников торгов. Всего за один день в декабре физлица продали деньги «недружественных» стран на 26 млрд рублей — это замедлило ослабление национальной валюты",0
"[​​](https://telegra.ph/file/56643c913b8c32961200f.jpg)Уехавшие из России айтишники вернутся за самореализацией, если обеспечить их потребность в безопасности, [заявил](https://www.forbes.ru/society/483946-arestovannyj-osnovatel-group-ib-nazval-uslovie-vozvrasenia-ajtisnikov-v-rossiu) основатель Group-IB Илья Сачков. По его словам, мер вроде льготной ипотеки и отсрочки от армии для «обратной релокации» недостаточно. Сам Сачков с 2021 года находится под арестом по делу о госизмене
📸: Андрей Любимов / РБК / ТАСС",0
"В 2023 году одной из главных тем Всемирного экономического форума в Давосе стала деглобализация и фрагментация мировой экономики. 

В опубликованном к форуму докладе МВФ говорится, что этот процесс может привести к сокращению мирового ВВП на 0,2%, а в некоторых странах потери могут достичь 8-12% ВВП.

Вероятность разделения мира на два-три крупных экономических блока растет — в пользу этого сценария играют и геополитические потрясения, и технологический прогресс. Россия сможет ответить на новые вызовы, если сумеет пойти по пути развития экономики знаний, считает заместитель директора Центра развития ВШЭ Валерий Миронов. 

Как фрагментация мировой экономики может отразиться на России и какое место в мире сможет найти для себя страна в случае реализации этого сценария — [читайте в колонке Миронова для Forbes](https://www.forbes.ru/mneniya/483913-ostrova-innovacij-pocemu-rossii-stoit-gotovit-sa-k-deglobalizacii)

📸__: 53-й Всемирный экономический форум в Давосе (Dursun Aydemir / Anadolu Agency via Getty Images)__",0
"Вклады россиян за рубежом в валюте в ноябре [превысили $80 млрд](https://www.forbes.ru/finansy/483945-vklady-rossian-v-inostrannyh-bankah-prevysili-v-noabre-80-mlrd), следует из данных ЦБ. За месяц депозиты прибавили почти 7%, а за 11 месяцев 2022 года выросли более чем в два раза",0
"«Фосагро» [предложило скорректировать](https://www.forbes.ru/biznes/483942-fosagro-poprosilo-izmenit-parametry-eksportnoj-posliny-dla-udobrenij) параметры введенной с 1 января экспортной пошлины с учетом маржи производства разных видов удобрений, узнал «Интерфакс». Действующие параметры, по мнению компании, дискриминируют «более технологичных, но менее маржинальных» производителей фосфорных и сложных удобрений",0
"Впервые в истории больше половины команд из одной страны — Англии — [попали](https://www.forbes.ru/biznes/483939-v-top-20-samyh-dohodnyh-futbol-nyh-klubov-mira-vpervye-popali-11-anglijskih-komand) в топ-20 самых доходных футбольных клубов мира, подсчитала Deloitte. Конкуренты предупреждают, что скоро Английская премьер-лига сможет привлекать все европейские таланты и вытеснит остальных",0
"Казахстанский регулятор решил провести проверку возможного манипулирования на рынке облигаций. В том числе под проверку попали сделки, которые [проводил брокер Freedom Holding](https://www.forbes.ru/finansy/483935-bloomberg-soobsil-o-proverke-v-kazahstane-sdelok-freedom-milliardera-turlova) миллиардера Тимура Турлова, утверждают источники Bloomberg. Компания подозрения отвергла. Турлов в прошлом году стал гражданином Казахстана, для чего отказался от российского паспорта",0
"Токаев [распустил нижнюю палату](https://www.forbes.ru/society/483940-tokaev-raspustil-niznuu-palatu-parlamenta-kazahstana) парламента Казахстана и назначил внеочередные выборы в марте. Сам Токаев переизбрался на новый семилетний срок на внеочередных выборах в ноябре. Выборы в верхнюю палату парламента прошли в январе, по их итогам Сенат обновился на 80%",0
"ВТБ, который из-за санкций лишился своих приложений в AppStore и Google Play, запускает услуги онлайн-банкинга через Telegram.

Онлайн-банкинг в Telegram начнет работать на основе чат-бота «Помощник ВТБ» с 19 января. По словам члена правления ВТБ Святослава Островского, на первом этапе пользователям будет доступен просмотр балансов карт и счетов в ВТБ, перевод денег через Систему быстрых платежей и пополнение счета мобильного телефона. 

До конца года банк планирует добавить в функционал бота переводы между счетами, оплату по QR-коду, просмотр истории операций, выпуск карт и т. д. Банк позиционирует сервис как «первый полноценный онлайн-банк в Telegram».

С точки зрения безопасности риски примерно такие же, как при использовании традиционных приложений или онлайн-банка, однако вряд ли чат-боты полностью их вытеснят, считают эксперты. 

Как работает онлайн-банкинг в Telegram и насколько безопасно — [разбирался Forbes](https://www.forbes.ru/finansy/483898-onlajn-bank-v-telegram-kak-eto-rabotaet-i-naskol-ko-bezopasno)

📸__: Gabby Jones / Bloomberg via Getty Images__",0
"ЕБРР [ожидает](https://www.forbes.ru/finansy/483934-ebrr-polucit-rekordnyj-ubytok-v-2022-godu-iz-za-vlozenij-v-rossiu-i-belorussiu) рекордные убытки по итогам прошлого года из-за инвестиций в активы в России и Белоруссии, стоимость которых до начала «спецоперации» составляла около $1 млрд. Глава банка отметила, что потери из-за неблагоприятных рыночных условий и просроченных кредитов оказались неизмеримо меньше",0
"Венгрия [попросила убрать](https://www.forbes.ru/society/483931-politico-uznala-o-pros-be-vengrii-isklucit-devat-imen-iz-sankcij-protiv-rossii) девять имен из санкционных списков, связанных с Россией, узнала Politico. Против выступили Польша и страны Балтии. Еврокомиссия и страны ЕС обсуждают сейчас десятый пакет санкций против России",0
"Россияне в прошлом году [стали гораздо чаще пользоваться](https://www.forbes.ru/finansy/483928-servisy-pokupok-v-rassrocku-zaavili-o-roste-oborota-v-neskol-ko-raz-v-2022-godu) сервисами рассрочки: их оборот вырос в несколько раз. Во многом это связано с низкой базой: сервисы «купи сейчас, плати потом» появились недавно и еще развиваются. Динамика развития этого рынка отличается от стагнирующего потребительского кредитования. В свою очередь ЦБ считает, что сервисы рассрочки пора регулировать",0
"Использовать имущество уехавших россиян для решения социальных проблем [невозможно](https://www.forbes.ru/society/483929-klisas-ocenil-ideu-davat-zil-e-sirotam-za-scet-imusestva-uehavsih-rossian) без серьезных поправок в Уголовный кодекс, заявил Клишас. По его словам, отъезд из страны — «не преступление». Ранее вице-спикер Госдумы Кузнецова предложила давать сиротам жилье за счет имущества уехавших",0
"**Лекарственный детектив: почему из аптек пропал антибиотик «Амоксиклав»**

__«Был такой антибиотик в Москве, да весь вышел. Понадобилось мне сегодня его купить, а везде очереди из старушек. Когда я, наконец, доходила до окошек провизоров, выяснялось, что никакого «Амоксиклава» в аптеке нет»__, — пишет москвичка на своей странице в социальной сети «ВКонтакте».

В конце 2022 года, в самый пик сезона гриппа, из аптек пропал один из популярных препаратов — «Амоксиклав». 

Клиенты аптек жалуются, что не могут найти импортный антибиотик, а чиновники успокаивают и говорят, что запасов лекарства хватит минимум на полгода. Тем временем аптечные сети уже осторожно признают дефицит. 

Как выяснил Forbes, проблема нехватки антибиотика не только российская. [Куда пропал «Амоксиклав» и что можно с этим сделать?](https://www.forbes.ru/biznes/483731-lekarstvennyj-detektiv-pocemu-iz-aptek-propal-antibiotik-amoksiklav)

📸__: Getty Images__",0
